student_id,age,gender,decision_period,degree_program,cgpa,academic_consistency,major_subject_score,aptitude_score,logical_reasoning_score,communication_score,programming_skill,data_analysis_skill,domain_knowledge_score,digital_literacy_score,technical_certifications,leadership_score,teamwork_score,problem_solving_score,creativity_score,adaptability_score,openness_score,conscientiousness_score,extraversion_score,agreeableness_score,emotional_stability_score,career_interest_domain,career_interest_strength,work_environment_preference,risk_tolerance,internship_count,internship_duration_months,project_count,industry_exposure_score,extracurricular_score,resume_quality_score,interview_skill_score,employability_score,career_demand_index,job_growth_rate,average_salary,competition_index,skill_demand_alignment,career_suitability_reward,employment_demand_reward,salary_potential_reward,skill_alignment_reward,student_satisfaction_reward,total_reward,next_employability_score,next_skill_alignment,career_decision_success,recommended_career
STU_09032,25,Female,5,Computer Science,6.14,69.22,92.21,71.29,73.65,62.59,65.45,40.15,79.17,86.97,0,53.32,53.29,61.74,71.98,83.83,64.7,81.88,61.04,75.75,82.77,Marketing,43.18,Hybrid,87.69,0,0,0,31.48,47.37,80.25,83.36,73.37,57.97,5.31,629833.99,61.47,73.38,0.7659,0.5797,0.2388,0.7338,0.5923,0.6242,78.54,78.3,0,Marketing and Sales
STU_09033,22,Male,8,Mechanical Engineering,5.73,58.05,94.27,56.96,60.42,67.64,52.35,76.46,81.91,75.37,3,69.08,73.05,87.87,68.54,71.47,72.16,72.24,71.33,66.09,69.77,Finance,65.15,Laboratory,33.61,0,0,1,39.56,37.49,100.0,85.09,69.1,72.48,4.96,535668.41,45.85,74.6,0.8043,0.7248,0.1865,0.746,0.6734,0.6681,68.14,78.79,1,Core Engineering
STU_09034,20,Male,4,Mechanical Engineering,6.02,77.3,67.36,82.33,78.6,,100.0,45.87,64.12,93.69,2,67.38,63.51,64.64,68.22,70.03,67.04,80.66,50.8,71.06,49.12,Finance,100.0,Flexible,33.42,2,6,6,41.64,28.25,73.29,83.74,66.63,72.61,14.48,536011.57,42.77,66.05,0.8669,0.7261,0.1867,0.6605,0.8383,0.6822,72.22,64.77,1,Software Development
STU_09035,23,Male,1,Civil Engineering,6.65,100.0,77.9,71.42,55.08,80.19,34.52,78.21,68.43,78.05,1,62.3,73.63,75.38,59.15,64.35,71.18,54.56,76.67,81.91,62.15,Marketing,61.62,Laboratory,64.18,0,0,6,39.56,69.16,68.13,56.34,75.28,64.54,16.84,785470.61,71.49,59.56,0.7955,0.6454,0.3253,0.5956,0.6227,0.6277,80.73,62.02,0,Higher Education
STU_09036,18,Female,2,Mathematics,8.02,69.21,80.36,80.33,73.1,51.74,73.6,57.56,70.17,73.18,4,40.24,89.38,61.24,86.95,57.63,72.96,75.49,59.86,84.46,54.01,Marketing,90.29,Flexible,75.6,2,8,7,59.06,51.12,67.69,77.4,66.51,86.39,1.22,691241.69,63.57,65.07,0.9054,0.8639,0.2729,0.6507,0.765,0.7245,70.01,72.49,1,Higher Education
STU_09037,21,Female,6,Civil Engineering,7.51,69.67,83.14,81.33,66.34,75.78,45.7,45.66,60.79,61.41,1,61.54,79.52,64.37,85.27,100.0,74.2,57.65,63.93,46.75,73.09,Finance,99.37,Remote,73.44,1,2,2,51.33,63.21,56.43,90.29,72.0,62.48,8.14,1038497.26,87.73,50.29,0.8397,0.6248,0.4658,0.5029,0.9424,0.6667,71.7,53.51,1,Marketing and Sales
STU_09038,18,Male,8,Business Administration,7.51,80.45,74.03,82.51,84.06,71.93,65.64,,67.79,82.66,2,91.52,51.12,85.57,74.21,35.34,82.08,65.61,98.9,87.48,61.12,Public Service,88.23,Laboratory,75.48,1,1,4,38.9,72.74,79.04,74.62,69.52,49.76,14.01,1047024.49,79.51,60.67,0.884,0.4976,0.4706,0.6067,0.7223,0.6592,78.18,60.38,1,Higher Education
STU_09039,22,Female,3,Mechanical Engineering,6.23,68.13,94.65,70.52,86.72,89.22,38.76,56.54,,90.93,5,88.97,86.39,50.55,67.21,85.45,69.25,69.38,53.41,100.0,78.48,Technology,95.6,Remote,74.84,3,18,6,59.67,51.84,54.52,72.05,70.29,75.29,6.94,910381.24,34.69,65.47,0.886,0.7529,0.3947,0.6547,0.9015,0.7294,75.82,73.09,1,Entrepreneurship
STU_09040,18,Female,7,Computer Science,7.37,68.35,56.52,77.52,69.52,61.56,59.96,60.69,68.24,71.93,1,53.89,74.57,47.11,100.0,88.09,78.33,57.84,100.0,65.02,42.13,Engineering,98.5,Flexible,100.0,2,8,6,61.62,43.87,69.27,69.63,69.85,93.18,15.37,496036.03,57.01,67.27,0.9068,0.9318,0.1645,0.6727,0.8514,0.7364,75.38,73.78,1,Marketing and Sales
STU_09041,21,Male,5,Civil Engineering,8.91,91.96,89.35,49.85,67.95,95.05,69.7,44.08,,83.07,0,68.93,87.45,88.64,100.0,73.12,84.98,57.33,75.38,49.96,70.34,Entrepreneurship,76.71,Office,81.32,2,10,3,60.17,60.16,80.21,75.72,79.81,60.01,12.67,648466.44,46.54,75.97,0.8511,0.6001,0.2491,0.7597,0.7472,0.6774,82.76,78.15,1,Marketing and Sales
STU_09042,23,Male,1,Computer Science,7.75,57.19,76.6,49.47,48.27,68.32,33.02,68.73,80.2,73.06,0,100.0,63.82,66.77,69.37,83.22,83.11,65.2,73.84,56.66,56.46,Finance,72.74,Field,53.95,0,0,4,62.99,50.57,82.53,33.53,58.44,49.1,6.33,326674.98,77.02,66.29,0.7494,0.491,0.0704,0.6629,0.7158,0.5709,62.42,69.55,0,Business Management
STU_09043,20,Female,6,Electronics,8.37,59.92,100.0,83.86,63.98,20.48,63.09,46.04,54.11,69.42,1,40.07,76.83,59.18,27.89,82.06,68.28,87.49,62.44,53.92,32.94,Public Service,87.6,Remote,71.61,2,2,3,59.82,66.8,,40.26,56.54,74.68,4.38,893601.94,68.37,56.6,0.7858,0.7468,0.3853,0.566,0.7556,0.66,61.22,56.95,1,Core Engineering
STU_09044,19,Female,3,Business Administration,6.79,82.37,72.68,69.07,67.42,,91.06,42.7,66.64,52.72,1,55.92,72.51,68.63,91.06,84.85,30.93,77.7,90.14,58.41,64.14,Business,60.66,Laboratory,73.79,3,6,5,35.13,60.53,75.09,81.01,74.94,77.53,11.12,348151.38,76.34,76.17,0.8714,0.7753,0.0823,0.7617,0.6619,0.6854,77.02,81.87,1,Marketing and Sales
STU_09045,18,Female,5,Mathematics,6.82,72.05,57.25,67.59,63.06,63.98,47.79,71.54,36.99,85.7,1,52.64,72.91,82.69,89.51,100.0,97.58,68.86,61.5,66.13,42.09,Engineering,92.97,Hybrid,77.25,1,6,1,26.46,58.27,53.5,58.02,69.0,97.52,11.29,880654.78,69.92,58.13,0.7781,0.9752,0.3781,0.5813,0.842,0.7147,68.25,64.79,1,Marketing and Sales
STU_09046,25,Female,7,Civil Engineering,8.03,60.02,70.98,62.95,78.2,68.49,98.45,90.97,69.14,85.68,1,86.48,60.73,52.71,65.53,50.57,79.22,57.01,74.81,61.53,91.27,Entrepreneurship,97.91,Flexible,32.87,1,5,9,67.85,58.84,75.85,59.54,56.34,61.53,5.67,866382.05,50.05,68.75,0.8155,0.6153,0.3702,0.6875,0.8711,0.6822,59.33,72.53,1,Software Development
STU_09047,19,Other,3,Commerce,6.27,77.78,59.12,64.69,70.37,75.93,58.14,70.02,100.0,89.49,3,70.67,43.86,63.06,74.94,81.08,69.38,76.96,66.27,100.0,58.0,Technology,67.67,Hybrid,55.27,1,3,7,46.09,72.7,68.41,44.31,70.84,65.99,3.43,614217.22,80.11,71.36,0.7707,0.6599,0.2301,0.7136,0.6842,0.6445,76.68,74.36,0,Government and Public Service
STU_09048,22,Male,8,Computer Science,7.26,69.66,91.46,68.39,78.25,85.52,79.3,,75.34,81.37,6,83.19,70.19,72.54,62.11,67.49,90.93,81.42,97.45,51.4,78.16,Data and Analytics,78.98,Field,63.22,3,12,2,47.57,63.25,42.48,67.53,72.27,88.07,8.19,267638.8,73.73,77.5,0.8423,0.8807,0.0376,0.775,0.7652,0.7047,79.52,78.91,1,Finance and Banking
STU_09049,20,Female,4,Electrical Engineering,7.62,76.23,68.51,55.97,50.73,100.0,77.76,57.87,86.3,67.24,0,79.69,69.96,85.13,63.74,79.6,61.49,73.36,61.8,64.17,63.59,Finance,84.43,Office,82.48,1,6,3,32.75,73.18,57.49,82.93,76.23,100.0,7.23,485453.84,71.96,82.66,0.8703,1.0,0.1586,0.8266,0.793,0.7708,83.29,86.88,1,Entrepreneurship
STU_09050,24,Male,7,Business Administration,6.93,70.32,71.6,75.78,74.24,53.04,43.67,64.85,98.76,100.0,1,91.62,87.97,74.98,99.44,63.11,64.68,71.63,77.9,69.69,89.01,Entrepreneurship,100.0,Remote,13.02,2,2,3,60.62,67.34,57.0,59.68,69.53,77.12,3.18,200000.0,37.72,72.72,0.7594,0.7712,0.0,0.7272,0.9042,0.6543,73.26,75.61,0,Core Engineering
STU_09051,20,Male,6,Electrical Engineering,6.39,54.76,73.37,68.14,65.49,87.99,75.26,86.0,86.93,89.59,3,47.45,41.91,70.38,67.53,86.88,96.21,91.86,71.11,60.13,76.09,Business,60.45,Field,49.87,1,6,4,40.93,57.78,69.6,58.05,73.63,59.14,9.04,633536.38,75.89,81.37,0.8258,0.5914,0.2409,0.8137,0.6886,0.6744,76.99,83.47,1,Cloud and DevOps
STU_09052,18,Male,1,Mechanical Engineering,6.62,87.77,61.52,73.36,80.56,75.45,69.17,28.08,86.61,73.23,1,,80.57,73.17,73.03,75.85,70.24,95.29,100.0,75.41,58.76,Data and Analytics,73.14,Field,74.07,5,24,2,84.85,48.27,49.04,61.77,77.67,66.32,13.11,995689.04,70.88,73.49,0.8526,0.6632,0.442,0.7349,0.7081,0.7093,86.2,76.71,1,Marketing and Sales
STU_09053,25,Male,1,Science,5.75,96.0,63.32,76.29,79.39,48.8,53.57,87.5,75.65,64.24,3,73.43,83.7,85.2,67.63,58.33,79.76,71.55,64.67,44.07,52.66,Data and Analytics,62.05,Laboratory,25.5,1,1,8,41.87,43.36,63.25,73.33,58.18,71.15,4.43,673241.48,67.14,69.99,0.7846,0.7115,0.2629,0.6999,0.5943,0.6515,66.47,68.42,0,Higher Education
STU_09054,23,Female,6,Business Administration,7.73,62.03,53.93,41.12,71.68,82.64,76.58,74.48,79.55,78.18,1,57.36,50.21,75.61,56.28,57.77,76.11,79.71,85.83,65.93,54.22,Technology,64.56,Remote,51.11,1,4,6,49.23,52.44,66.91,73.14,65.77,83.24,11.92,519491.82,60.44,80.54,0.7719,0.8324,0.1775,0.8054,0.6113,0.6872,70.69,81.15,1,Marketing and Sales
STU_09055,20,Female,8,Business Administration,8.4,94.94,44.43,85.0,78.21,95.0,55.73,24.11,79.0,51.94,1,51.58,59.68,83.32,58.91,71.95,46.96,77.45,94.32,59.14,63.33,Marketing,47.64,Hybrid,53.16,1,1,3,19.5,69.03,37.42,43.03,69.56,69.39,9.69,465473.91,62.58,73.59,0.7452,0.6939,0.1475,0.7359,0.5564,0.6241,68.75,73.67,0,Government and Public Service
STU_09056,18,Male,8,Electrical Engineering,6.79,72.62,71.27,55.78,24.75,59.96,59.16,66.83,70.17,100.0,1,78.85,56.52,77.78,51.6,87.99,69.11,80.03,50.95,75.13,56.96,Public Service,74.8,Remote,68.11,1,6,6,47.73,34.04,47.05,90.48,65.27,66.01,10.11,585021.26,54.21,75.39,0.7881,0.6601,0.2139,0.7539,0.7387,0.6629,77.02,77.79,1,Higher Education
STU_09057,18,Female,2,Business Administration,10.0,34.62,65.9,54.23,85.22,63.43,67.23,32.91,94.86,70.22,4,85.86,65.06,75.55,68.55,61.66,54.88,64.56,59.53,76.09,48.87,Public Service,65.07,Laboratory,76.45,0,0,4,44.58,57.98,79.14,59.67,71.82,55.79,6.52,737768.95,82.04,60.01,0.8701,0.5579,0.2988,0.6001,0.6115,0.6286,74.42,63.72,0,Research and Academia
STU_09058,19,Female,2,Electrical Engineering,6.49,79.53,59.22,100.0,84.0,98.94,25.41,80.54,71.71,93.45,2,54.19,68.59,94.82,70.55,72.89,64.68,64.17,91.06,33.76,55.59,Research,100.0,Office,62.81,4,20,5,60.28,64.0,44.75,72.81,73.03,49.17,12.61,794882.4,38.86,79.83,0.914,0.4917,0.3305,0.7983,0.857,0.7074,82.04,79.96,1,Finance and Banking
STU_09059,20,Female,8,Mechanical Engineering,6.51,45.38,79.94,76.5,90.47,70.21,82.87,39.8,74.05,75.92,3,63.56,62.82,75.65,60.43,93.01,79.84,57.0,72.27,89.17,44.23,Public Service,67.02,Remote,56.13,1,3,2,56.93,9.2,38.4,78.15,75.68,100.0,8.61,664344.49,71.08,61.09,0.8103,1.0,0.258,0.6109,0.6766,0.7022,74.18,68.0,1,Cloud and DevOps
STU_09060,18,Female,3,Science,8.32,67.65,85.46,80.26,52.53,68.2,42.72,46.02,77.26,80.85,1,78.86,57.86,83.27,52.05,97.34,64.31,45.91,64.67,71.63,70.81,Public Service,87.44,Field,46.88,1,1,5,58.48,81.59,88.46,71.49,72.5,64.08,7.12,773463.03,45.94,64.48,0.8152,0.6408,0.3186,0.6448,0.8609,0.6678,75.51,65.1,1,Higher Education
STU_09061,19,Male,4,Electrical Engineering,8.15,83.18,78.43,61.83,59.45,42.41,76.16,81.99,75.13,71.16,0,90.96,66.3,100.0,98.89,69.56,49.8,52.08,82.93,58.05,62.72,Business,52.81,Office,22.08,3,9,6,65.94,58.08,39.93,64.99,63.9,100.0,0.18,482493.85,54.73,70.43,0.7909,1.0,0.1569,0.7043,0.5814,0.695,69.64,73.64,1,Higher Education
STU_09062,25,Female,3,Economics,8.2,80.18,74.97,62.25,55.42,61.09,21.34,54.66,54.47,61.88,2,66.51,84.45,79.89,70.58,100.0,52.15,62.4,67.94,61.05,57.29,Public Service,89.26,Flexible,42.15,1,6,3,60.03,71.19,100.0,80.34,71.64,86.21,5.37,563246.53,46.34,59.15,0.8221,0.8621,0.2018,0.5915,0.8501,0.6822,77.37,62.27,1,Marketing and Sales
STU_09063,21,Female,5,Business Administration,8.69,64.63,98.38,58.28,84.64,59.16,81.86,54.74,74.91,74.58,2,40.03,73.63,78.3,70.2,43.56,78.37,69.63,68.22,100.0,96.32,Finance,66.7,Hybrid,32.11,1,4,3,37.92,85.59,71.02,89.67,70.4,82.48,9.23,1035661.82,60.76,61.71,0.8282,0.8248,0.4643,0.6171,0.68,0.7053,76.75,65.06,1,Cybersecurity
STU_09064,25,Female,1,Commerce,6.28,82.16,67.45,72.16,67.14,93.19,76.1,54.61,72.98,69.78,1,47.7,78.08,57.83,84.72,73.8,58.48,52.26,62.03,74.38,55.04,Business,81.62,Hybrid,100.0,1,6,3,35.42,62.36,68.97,43.89,73.14,88.33,2.38,850823.37,61.52,69.75,0.8151,0.8833,0.3616,0.6975,0.7474,0.7245,77.74,76.36,1,Marketing and Sales
STU_09065,24,Female,3,Civil Engineering,7.85,85.72,87.64,38.54,74.37,50.75,78.61,68.98,46.05,98.38,1,55.58,71.78,92.08,33.1,89.34,71.94,74.93,76.53,53.6,64.83,Entrepreneurship,83.82,Laboratory,51.44,0,0,1,29.62,77.75,71.79,23.3,63.64,39.6,6.56,283429.98,70.05,72.36,0.9581,0.396,0.0463,0.7236,0.8113,0.6356,67.43,74.79,0,Cloud and DevOps
STU_09066,19,Female,3,Commerce,5.72,66.16,100.0,66.29,76.59,72.76,38.3,59.33,56.96,78.96,0,59.92,54.48,57.71,57.47,83.71,41.98,79.21,52.98,65.46,74.93,Marketing,72.53,Laboratory,48.97,3,18,3,60.3,69.83,82.9,98.02,64.96,63.51,10.24,682836.0,59.19,53.34,0.7894,0.6351,0.2682,0.5334,0.7525,0.6127,71.9,53.75,0,Higher Education
STU_09067,19,Female,8,Computer Science,8.68,69.57,88.15,74.5,80.23,68.52,51.08,66.58,60.24,80.14,3,74.65,83.94,72.02,79.75,83.07,81.39,56.65,99.7,64.32,60.2,Research,71.83,Remote,49.35,2,8,2,28.16,43.39,81.88,56.6,69.05,82.11,8.92,650435.03,81.36,71.54,0.7797,0.8211,0.2502,0.7154,0.7175,0.6863,75.34,71.12,1,Business Management
STU_09068,18,Female,6,Business Administration,8.59,76.59,,86.31,59.22,52.93,91.63,65.67,43.33,80.12,0,92.86,82.1,64.16,80.91,62.17,58.83,66.15,43.79,80.19,43.98,Research,56.51,Field,63.63,2,10,2,43.39,60.22,49.51,67.56,70.85,56.6,7.42,363786.33,67.98,64.94,0.8352,0.566,0.091,0.6494,0.5514,0.5949,76.04,66.2,0,Cloud and DevOps
STU_09069,22,Other,7,Civil Engineering,8.65,58.95,60.82,49.04,63.23,100.0,74.77,66.84,60.8,58.75,2,63.81,65.86,70.55,64.19,86.31,60.13,72.1,91.45,86.56,81.14,Marketing,48.1,Laboratory,64.59,0,0,8,52.93,66.4,23.1,31.37,56.66,73.28,12.14,571065.93,39.56,68.54,0.8432,0.7328,0.2061,0.6854,0.6235,0.6641,62.21,69.13,1,Marketing and Sales
STU_09070,22,Male,1,Commerce,7.34,63.47,58.86,86.96,66.0,92.94,87.67,32.16,88.96,71.3,4,69.51,71.39,88.63,77.99,73.62,58.25,60.67,91.55,68.66,100.0,Engineering,80.71,Hybrid,55.22,2,8,6,61.5,66.57,59.84,46.18,77.22,68.72,10.66,807034.41,52.94,82.97,0.8555,0.6872,0.3372,0.8297,0.8315,0.7352,84.48,86.64,1,Software Development
STU_09071,23,Male,8,Commerce,8.63,86.99,,72.89,85.01,71.64,37.39,91.24,76.66,63.03,2,87.46,85.21,74.2,85.24,88.3,100.0,72.44,58.99,77.06,61.31,Data and Analytics,68.59,Office,85.66,1,2,7,70.88,36.44,88.47,77.53,84.94,80.36,6.05,905356.02,85.72,74.71,0.8326,0.8036,0.3919,0.7471,0.7108,0.7271,92.51,76.7,1,Business Management
STU_09072,22,Male,1,Business Administration,7.6,100.0,61.09,47.76,72.34,99.15,66.29,,51.23,72.31,4,85.15,62.05,92.88,61.1,74.04,55.96,58.67,61.38,61.66,85.69,Public Service,86.72,Remote,49.72,0,0,3,10.54,45.1,63.29,84.87,67.37,89.26,0.14,802802.96,72.58,64.76,0.8413,0.8926,0.3349,0.6476,0.8398,0.727,74.88,70.16,1,Software Development
STU_09073,19,Female,8,Commerce,9.06,81.9,75.26,71.93,92.15,49.95,61.81,86.59,80.96,79.08,0,73.13,73.99,85.66,76.92,41.03,76.99,72.17,56.64,66.79,77.21,Marketing,78.19,Field,41.63,4,4,6,65.0,70.5,96.91,77.42,64.73,58.12,11.02,1092873.64,87.12,68.92,0.8274,0.5812,0.496,0.6892,0.7056,0.6817,66.77,71.83,1,Higher Education
STU_09074,23,Female,2,Electrical Engineering,7.03,77.44,47.23,79.03,53.57,80.47,66.3,67.7,71.56,97.72,2,92.0,83.18,64.26,75.76,58.53,68.1,63.37,66.1,72.66,78.53,Technology,91.03,Office,80.7,2,10,5,59.57,27.38,75.65,23.62,60.81,70.66,6.29,838342.48,46.73,85.78,0.7841,0.7066,0.3546,0.8578,0.8203,0.7262,68.97,89.21,1,Government and Public Service
STU_09075,25,Male,2,Electrical Engineering,7.01,97.78,99.32,84.14,80.94,36.01,77.39,54.55,79.36,74.73,1,38.32,93.01,68.73,62.16,56.8,67.62,44.15,44.29,79.62,76.04,Entrepreneurship,83.38,Laboratory,67.31,1,6,4,55.49,67.83,54.99,,59.33,96.19,18.81,357264.93,62.69,72.29,0.854,0.9619,0.0874,0.7229,0.766,0.719,62.7,78.82,1,Core Engineering
STU_09076,18,Other,1,Civil Engineering,7.91,61.96,69.76,68.31,78.43,48.07,45.0,95.59,65.48,93.08,3,70.49,65.86,65.05,48.33,57.04,58.22,68.6,85.2,79.15,40.01,Engineering,100.0,Office,42.58,2,10,2,52.86,94.38,50.84,92.21,65.16,53.0,0.63,667293.18,44.17,65.67,0.7967,0.53,0.2596,0.6567,0.7941,0.6275,70.34,64.26,0,Finance and Banking
STU_09077,25,Female,7,Civil Engineering,5.89,75.07,81.51,81.92,72.08,49.46,80.74,85.68,73.46,65.06,3,65.69,73.03,61.64,83.17,63.01,46.55,83.05,48.0,63.22,57.13,Marketing,87.21,Remote,44.72,1,3,4,33.82,96.03,75.36,40.97,61.3,65.66,8.97,824716.73,69.51,71.53,0.8222,0.6566,0.3471,0.7153,0.7635,0.6852,70.37,76.12,1,Data Science and AI
STU_09078,20,Female,3,Mechanical Engineering,7.12,84.77,66.31,60.48,63.74,79.89,62.99,56.73,53.45,90.83,0,78.68,71.47,78.42,59.79,68.67,67.25,68.76,62.95,66.51,45.57,Data and Analytics,92.4,Flexible,83.91,1,3,3,13.53,57.33,90.92,,62.17,61.88,6.55,517847.65,50.29,66.97,0.825,0.6188,0.1766,0.6697,0.7829,0.6435,66.15,70.51,0,Cybersecurity
STU_09079,24,Male,5,Commerce,7.34,63.21,61.43,77.68,67.72,63.68,21.3,42.61,80.33,75.59,3,64.17,69.28,80.63,59.84,52.94,76.11,90.01,80.24,46.79,52.04,Engineering,100.0,Field,32.33,1,1,3,30.27,84.33,63.46,78.03,64.96,70.65,5.57,546916.19,63.25,64.45,0.734,0.7065,0.1927,0.6445,0.81,0.6325,62.49,65.44,0,Higher Education
STU_09080,24,Female,3,Science,5.8,52.69,90.49,71.91,80.23,75.58,61.97,48.19,61.41,74.18,2,72.51,50.41,82.62,85.19,91.34,51.37,94.72,54.1,64.73,93.17,Engineering,86.25,Field,91.65,3,18,5,100.0,50.28,69.84,76.83,70.62,20.0,10.85,1014661.64,55.99,73.58,0.8987,0.2,0.4526,0.7358,0.8865,0.6501,74.62,75.97,0,Entrepreneurship
STU_09081,19,Female,7,Electronics,,84.7,73.18,59.6,69.23,66.83,80.67,100.0,60.0,63.77,3,63.35,59.23,78.73,84.43,60.84,65.48,53.78,70.98,65.45,100.0,Public Service,78.08,Office,61.26,2,8,4,72.13,66.89,95.76,70.35,63.19,77.4,2.99,669139.17,58.83,73.17,0.8121,0.774,0.2606,0.7317,0.7902,0.6995,68.89,79.38,1,Data Science and AI
STU_09082,19,Female,5,Civil Engineering,7.99,86.38,58.31,64.37,62.81,61.06,57.55,53.02,70.83,85.72,2,73.11,100.0,100.0,64.4,57.57,45.19,92.67,88.33,82.71,49.38,Technology,76.87,Hybrid,26.89,1,1,6,51.76,96.51,75.4,44.82,67.93,55.54,14.39,883355.35,81.06,70.3,0.8465,0.5554,0.3796,0.703,0.6751,0.6652,70.49,73.94,1,Cybersecurity
STU_09083,23,Female,1,Electronics,8.4,84.96,,95.15,82.3,60.52,72.04,52.49,86.32,69.05,0,68.92,62.48,42.9,56.51,60.57,56.16,76.88,72.6,65.95,63.66,Entrepreneurship,90.4,Laboratory,70.77,2,12,5,67.37,84.99,65.59,52.17,63.93,81.39,3.76,282040.12,97.8,66.69,0.8579,0.8139,0.0456,0.6669,0.7909,0.6728,69.42,69.31,1,Higher Education
STU_09084,18,Female,6,Business Administration,5.6,85.2,84.54,62.08,73.51,79.25,86.1,50.96,81.16,64.62,4,87.19,81.13,82.69,94.0,83.5,72.27,49.81,61.79,92.84,60.24,Engineering,87.3,Remote,59.52,2,12,5,52.27,86.69,56.18,74.2,84.51,57.51,12.68,546237.07,86.52,77.66,0.7986,0.5751,0.1924,0.7766,0.8113,0.6587,87.95,80.08,1,Entrepreneurship
STU_09085,21,Male,5,Civil Engineering,8.62,75.16,71.6,79.45,95.54,,67.06,66.72,74.13,65.99,2,86.85,52.39,95.17,77.63,81.98,64.2,74.14,41.58,94.5,80.0,Data and Analytics,77.84,Office,83.99,1,6,6,50.21,28.75,82.95,86.81,75.32,99.96,16.76,991209.65,78.92,72.93,0.9039,0.9996,0.4396,0.7293,0.791,0.7985,82.05,76.96,1,Entrepreneurship
STU_09086,19,Female,2,Science,4.91,75.85,54.2,72.08,66.38,50.11,37.67,74.58,66.91,67.69,1,65.37,85.95,54.36,45.25,78.14,83.82,80.69,67.62,69.01,51.25,Finance,,Flexible,70.65,2,4,4,56.14,75.06,70.28,64.6,70.3,100.0,8.58,530835.48,66.03,60.53,0.7225,1.0,0.1838,0.6053,0.8588,0.6815,71.83,66.51,1,Data Science and AI
STU_09087,21,Male,6,Mathematics,6.31,76.99,93.44,74.62,85.93,89.89,37.68,43.49,68.59,91.25,5,49.51,83.48,33.21,57.38,100.0,61.52,80.63,45.08,82.74,68.1,Marketing,100.0,Flexible,74.66,0,0,3,31.22,40.91,52.55,62.01,68.06,91.7,13.25,376339.11,38.0,60.33,0.7916,0.917,0.098,0.6033,0.9362,0.68,73.25,67.4,1,Cloud and DevOps
STU_09088,25,Male,8,Electrical Engineering,9.85,88.41,86.27,89.67,74.33,49.83,93.74,52.11,83.06,100.0,3,64.33,86.68,91.0,80.44,59.75,62.3,73.56,100.0,43.1,63.45,Marketing,73.01,Remote,93.67,1,4,3,38.17,87.32,50.77,39.16,73.64,57.33,12.22,471629.55,47.47,73.94,0.9415,0.5733,0.1509,0.7394,0.6845,0.673,73.52,73.51,1,Research and Academia
STU_09089,21,Male,7,Computer Science,7.58,77.63,62.12,85.69,82.86,56.45,54.76,22.35,66.46,99.59,1,64.4,67.01,100.0,52.43,83.39,99.86,72.54,69.31,75.47,70.42,Public Service,77.46,Laboratory,73.38,3,18,3,66.41,79.62,53.32,53.72,71.09,82.25,8.38,849213.33,39.51,62.87,0.8236,0.8225,0.3607,0.6287,0.7724,0.7001,76.86,66.8,1,Cloud and DevOps
STU_09090,22,Male,1,Science,6.15,75.12,68.09,63.5,65.07,82.21,36.86,71.56,80.2,90.62,7,55.25,84.41,98.34,79.83,86.92,100.0,59.93,84.64,73.49,49.93,Engineering,93.36,Remote,47.67,2,4,3,62.92,65.58,51.46,53.47,74.91,62.99,3.03,809396.79,46.22,71.5,0.8911,0.6299,0.3386,0.715,0.8339,0.7062,80.04,74.71,1,Business Management
STU_09091,18,Male,7,Mechanical Engineering,5.77,78.34,73.13,86.06,63.67,45.41,70.77,69.03,79.41,68.54,2,,66.9,82.25,79.15,71.96,100.0,58.84,66.2,100.0,48.53,Research,75.2,Remote,64.84,2,8,4,65.72,78.17,55.37,76.5,64.55,84.36,7.71,811901.32,74.59,67.82,0.7881,0.8436,0.3399,0.6782,0.6922,0.6949,65.23,73.04,1,Cloud and DevOps
STU_09092,24,Female,4,Economics,5.88,79.8,91.34,69.5,90.95,64.58,40.64,74.42,69.39,84.13,1,67.52,59.78,76.4,62.41,66.53,82.96,68.96,42.78,80.08,51.46,Finance,80.71,Office,88.41,1,5,6,60.65,29.59,62.38,59.09,63.54,60.56,18.2,540921.12,39.41,64.39,0.8082,0.6056,0.1894,0.6439,0.7202,0.625,67.46,63.74,0,Cybersecurity
STU_09093,24,Female,5,Civil Engineering,6.26,,79.52,,76.64,71.18,61.71,88.17,78.98,53.53,0,59.05,75.1,55.45,75.06,69.59,55.2,76.42,68.7,84.15,65.36,Business,68.64,Remote,78.2,2,2,3,44.56,75.59,88.46,,77.65,54.97,5.3,560576.73,95.41,75.99,0.8444,0.5497,0.2003,0.7599,0.6817,0.6514,82.01,75.83,0,Data Science and AI
STU_09094,21,Male,5,Computer Science,8.57,,90.6,81.54,72.27,96.8,62.14,39.83,100.0,74.23,3,67.83,73.53,60.95,94.01,81.71,74.19,80.85,73.21,70.75,75.63,Engineering,86.67,Office,64.19,3,6,6,69.98,91.33,,49.19,78.91,60.29,11.49,755786.54,76.0,76.48,0.9815,0.6029,0.3088,0.7648,0.8347,0.736,83.66,76.1,1,Research and Academia
STU_09095,24,Female,8,Mechanical Engineering,8.06,65.39,68.46,77.27,53.62,71.17,79.8,23.05,90.66,78.98,1,53.87,86.4,52.57,74.17,64.81,73.4,79.93,64.29,69.77,66.92,Data and Analytics,99.06,Remote,58.93,0,0,4,33.33,93.17,78.6,81.17,73.74,100.0,8.98,678890.61,67.86,65.48,0.7662,1.0,0.2661,0.6548,0.8578,0.7193,81.95,69.46,1,Higher Education
