snapshot_date,category,seniority,tier,listings_with_ai,total_listings,pct,required_count
2026-06-25,product,all,genai,90,590,15.3,82
2026-06-25,product,all,ml,68,590,11.5,65
2026-06-25,product,entry,any_ai,0,7,0.0,0
2026-06-25,product,entry,genai,0,7,0.0,0
2026-06-25,product,entry,ml,0,7,0.0,0
2026-06-25,product,mid,any_ai,43,251,17.1,38
2026-06-25,product,mid,genai,32,251,12.7,29
2026-06-25,product,mid,ml,23,251,9.2,21
2026-06-25,product,senior,any_ai,83,332,25.0,79
2026-06-25,product,senior,genai,58,332,17.5,53
2026-06-25,product,senior,ml,45,332,13.6,44
2026-06-25,security,all,any_ai,14,258,5.4,9
2026-06-25,security,all,genai,13,258,5.0,8
2026-06-25,security,all,ml,2,258,0.8,2
2026-06-25,security,entry,any_ai,0,9,0.0,0
2026-06-25,security,entry,genai,0,9,0.0,0
2026-06-25,security,entry,ml,0,9,0.0,0
2026-06-25,security,mid,any_ai,5,161,3.1,3
2026-06-25,security,mid,genai,4,161,2.5,2
2026-06-25,security,mid,ml,1,161,0.6,1
2026-06-25,security,senior,any_ai,9,88,10.2,6
2026-06-25,security,senior,genai,9,88,10.2,6
2026-06-25,security,senior,ml,1,88,1.1,1
2026-07-02,ai,all,any_ai,321,390,82.3,317
2026-07-02,ai,all,genai,235,390,60.3,226
2026-07-02,ai,all,ml,254,390,65.1,250
2026-07-02,ai,entry,any_ai,2,4,50.0,2
2026-07-02,ai,entry,genai,0,4,0.0,0
2026-07-02,ai,entry,ml,2,4,50.0,2
2026-07-02,ai,mid,any_ai,178,205,86.8,175
2026-07-02,ai,mid,genai,130,205,63.4,124
2026-07-02,ai,mid,ml,135,205,65.9,133
2026-07-02,ai,senior,any_ai,141,181,77.9,140
2026-07-02,ai,senior,genai,105,181,58.0,102
2026-07-02,ai,senior,ml,117,181,64.6,115
2026-07-02,data,all,any_ai,175,786,22.3,171
2026-07-02,data,all,genai,70,786,8.9,67
2026-07-02,data,all,ml,154,786,19.6,153
2026-07-02,data,entry,any_ai,0,9,0.0,0
2026-07-02,data,entry,genai,0,9,0.0,0
2026-07-02,data,entry,ml,0,9,0.0,0
2026-07-02,data,mid,any_ai,92,461,20.0,92
2026-07-02,data,mid,genai,38,461,8.2,38
2026-07-02,data,mid,ml,85,461,18.4,85
2026-07-02,data,senior,any_ai,83,316,26.3,79
2026-07-02,data,senior,genai,32,316,10.1,29
2026-07-02,data,senior,ml,69,316,21.8,68
2026-07-02,devops,all,any_ai,68,390,17.4,55
2026-07-02,devops,all,genai,52,390,13.3,41
2026-07-02,devops,all,ml,23,390,5.9,21
2026-07-02,devops,entry,any_ai,0,10,0.0,0
2026-07-02,devops,entry,genai,0,10,0.0,0
2026-07-02,devops,entry,ml,0,10,0.0,0
2026-07-02,devops,mid,any_ai,42,236,17.8,29
2026-07-02,devops,mid,genai,36,236,15.3,25
2026-07-02,devops,mid,ml,10,236,4.2,8
2026-07-02,devops,senior,any_ai,26,144,18.1,26
2026-07-02,devops,senior,genai,16,144,11.1,16
2026-07-02,devops,senior,ml,13,144,9.0,13
2026-07-02,engineering,all,any_ai,340,1924,17.7,317
2026-07-02,engineering,all,genai,226,1924,11.7,205
2026-07-02,engineering,all,ml,205,1924,10.7,192
2026-07-02,engineering,entry,any_ai,4,45,8.9,3
2026-07-02,engineering,entry,genai,4,45,8.9,3
2026-07-02,engineering,entry,ml,0,45,0.0,0
2026-07-02,engineering,mid,any_ai,97,763,12.7,89
2026-07-02,engineering,mid,genai,72,763,9.4,69
2026-07-02,engineering,mid,ml,45,763,5.9,37
2026-07-02,engineering,senior,any_ai,239,1116,21.4,225
2026-07-02,engineering,senior,genai,150,1116,13.4,133
2026-07-02,engineering,senior,ml,160,1116,14.3,155
2026-07-02,product,all,any_ai,135,594,22.7,125
2026-07-02,product,all,genai,103,594,17.3,94
2026-07-02,product,all,ml,66,594,11.1,63
2026-07-02,product,entry,any_ai,0,3,0.0,0
2026-07-02,product,entry,genai,0,3,0.0,0
2026-07-02,product,entry,ml,0,3,0.0,0
2026-07-02,product,mid,any_ai,39,261,14.9,34
2026-07-02,product,mid,genai,34,261,13.0,31
2026-07-02,product,mid,ml,18,261,6.9,16
2026-07-02,product,senior,any_ai,96,330,29.1,91
2026-07-02,product,senior,genai,69,330,20.9,63
2026-07-02,product,senior,ml,48,330,14.5,47
2026-07-02,security,all,any_ai,14,96,14.6,9
2026-07-02,security,all,genai,14,96,14.6,9
2026-07-02,security,all,ml,3,96,3.1,2
2026-07-02,security,entry,any_ai,0,6,0.0,0
2026-07-02,security,entry,genai,0,6,0.0,0
2026-07-02,security,entry,ml,0,6,0.0,0
2026-07-02,security,mid,any_ai,4,41,9.8,2
2026-07-02,security,mid,genai,4,41,9.8,2
2026-07-02,security,mid,ml,0,41,0.0,0
2026-07-02,security,senior,any_ai,10,49,20.4,7
2026-07-02,security,senior,genai,10,49,20.4,7
2026-07-02,security,senior,ml,3,49,6.1,2
2026-07-09,ai,all,any_ai,362,553,65.5,357
2026-07-09,ai,all,genai,240,553,43.4,231
2026-07-09,ai,all,ml,287,553,51.9,282
2026-07-09,ai,entry,any_ai,0,5,0.0,0
2026-07-09,ai,entry,genai,0,5,0.0,0
2026-07-09,ai,entry,ml,0,5,0.0,0
2026-07-09,ai,mid,any_ai,194,283,68.6,190
2026-07-09,ai,mid,genai,128,283,45.2,122
2026-07-09,ai,mid,ml,154,283,54.4,151
2026-07-09,ai,senior,any_ai,168,265,63.4,167
2026-07-09,ai,senior,genai,112,265,42.3,109
2026-07-09,ai,senior,ml,133,265,50.2,131
2026-07-09,data,all,any_ai,176,1299,13.5,168
2026-07-09,data,all,genai,68,1299,5.2,66
2026-07-09,data,all,ml,152,1299,11.7,146
2026-07-09,data,entry,any_ai,5,77,6.5,5
2026-07-09,data,entry,genai,0,77,0.0,0
2026-07-09,data,entry,ml,5,77,6.5,5
2026-07-09,data,mid,any_ai,78,691,11.3,72
2026-07-09,data,mid,genai,35,691,5.1,35
2026-07-09,data,mid,ml,73,691,10.6,67
2026-07-09,data,senior,any_ai,93,531,17.5,91
2026-07-09,data,senior,genai,33,531,6.2,31
2026-07-09,data,senior,ml,74,531,13.9,74
2026-07-09,devops,all,any_ai,68,753,9.0,63
2026-07-09,devops,all,genai,48,753,6.4,44
2026-07-09,devops,all,ml,28,753,3.7,27
2026-07-09,devops,entry,any_ai,0,13,0.0,0
2026-07-09,devops,entry,genai,0,13,0.0,0
2026-07-09,devops,entry,ml,0,13,0.0,0
2026-07-09,devops,mid,any_ai,32,427,7.5,27
2026-07-09,devops,mid,genai,28,427,6.6,24
2026-07-09,devops,mid,ml,9,427,2.1,8
2026-07-09,devops,senior,any_ai,36,313,11.5,36
2026-07-09,devops,senior,genai,20,313,6.4,20
2026-07-09,devops,senior,ml,19,313,6.1,19
2026-07-09,engineering,all,any_ai,285,1879,15.2,264
2026-07-09,engineering,all,genai,192,1879,10.2,170
2026-07-09,engineering,all,ml,170,1879,9.0,160
2026-07-09,engineering,entry,any_ai,3,35,8.6,2
2026-07-09,engineering,entry,genai,3,35,8.6,2
2026-07-09,engineering,entry,ml,0,35,0.0,0
2026-07-09,engineering,mid,any_ai,79,669,11.8,73
2026-07-09,engineering,mid,genai,59,669,8.8,55
2026-07-09,engineering,mid,ml,35,669,5.2,30
2026-07-09,engineering,senior,any_ai,203,1175,17.3,189
2026-07-09,engineering,senior,genai,130,1175,11.1,113
2026-07-09,engineering,senior,ml,135,1175,11.5,130
2026-07-09,product,all,any_ai,122,447,27.3,110
2026-07-09,product,all,genai,92,447,20.6,81
2026-07-09,product,all,ml,61,447,13.6,58
2026-07-09,product,entry,any_ai,0,4,0.0,0
2026-07-09,product,entry,genai,0,4,0.0,0
2026-07-09,product,entry,ml,0,4,0.0,0
2026-07-09,product,mid,any_ai,32,162,19.8,27
2026-07-09,product,mid,genai,29,162,17.9,26
2026-07-09,product,mid,ml,14,162,8.6,12
2026-07-09,product,senior,any_ai,90,281,32.0,83
2026-07-09,product,senior,genai,63,281,22.4,55
2026-07-09,product,senior,ml,47,281,16.7,46
2026-07-09,security,all,any_ai,15,55,27.3,10
2026-07-09,security,all,genai,15,55,27.3,10
2026-07-09,security,all,ml,3,55,5.5,2
2026-07-09,security,entry,any_ai,0,3,0.0,0
2026-07-09,security,entry,genai,0,3,0.0,0
2026-07-09,security,entry,ml,0,3,0.0,0
2026-07-09,security,mid,any_ai,4,29,13.8,2
2026-07-09,security,mid,genai,4,29,13.8,2
2026-07-09,security,mid,ml,0,29,0.0,0
2026-07-09,security,senior,any_ai,11,23,47.8,8
2026-07-09,security,senior,genai,11,23,47.8,8
2026-07-09,security,senior,ml,3,23,13.0,2
2026-07-10,ai,all,any_ai,1008,2201,45.8,1003
2026-07-10,ai,all,genai,515,2201,23.4,507
2026-07-10,ai,all,ml,764,2201,34.7,757
2026-07-10,ai,entry,any_ai,16,80,20.0,16
2026-07-10,ai,entry,genai,4,80,5.0,4
2026-07-10,ai,entry,ml,15,80,18.8,15
2026-07-10,ai,mid,any_ai,495,1104,44.8,491
2026-07-10,ai,mid,genai,273,1104,24.7,268
2026-07-10,ai,mid,ml,349,1104,31.6,346
2026-07-10,ai,senior,any_ai,497,1017,48.9,496
2026-07-10,ai,senior,genai,238,1017,23.4,235
2026-07-10,ai,senior,ml,400,1017,39.3,396
2026-07-10,data,all,any_ai,501,5188,9.7,491
2026-07-10,data,all,genai,145,5188,2.8,142
2026-07-10,data,all,ml,427,5188,8.2,420
2026-07-10,data,entry,any_ai,29,289,10.0,29
2026-07-10,data,entry,genai,1,289,0.3,1
2026-07-10,data,entry,ml,28,289,9.7,28
2026-07-10,data,mid,any_ai,237,2985,7.9,233
2026-07-10,data,mid,genai,75,2985,2.5,74
2026-07-10,data,mid,ml,203,2985,6.8,200
2026-07-10,data,senior,any_ai,235,1914,12.3,229
2026-07-10,data,senior,genai,69,1914,3.6,67
2026-07-10,data,senior,ml,196,1914,10.2,192
2026-07-10,devops,all,any_ai,99,2767,3.6,93
2026-07-10,devops,all,genai,44,2767,1.6,40
2026-07-10,devops,all,ml,65,2767,2.3,63
2026-07-10,devops,entry,any_ai,0,45,0.0,0
2026-07-10,devops,entry,genai,0,45,0.0,0
2026-07-10,devops,entry,ml,0,45,0.0,0
2026-07-10,devops,mid,any_ai,47,1609,2.9,41
2026-07-10,devops,mid,genai,25,1609,1.6,21
2026-07-10,devops,mid,ml,26,1609,1.6,24
2026-07-10,devops,senior,any_ai,52,1113,4.7,52
2026-07-10,devops,senior,genai,19,1113,1.7,19
2026-07-10,devops,senior,ml,39,1113,3.5,39
2026-07-10,engineering,all,any_ai,776,7841,9.9,746
2026-07-10,engineering,all,genai,524,7841,6.7,495
2026-07-10,engineering,all,ml,399,7841,5.1,384
2026-07-10,engineering,entry,any_ai,5,207,2.4,4
2026-07-10,engineering,entry,genai,5,207,2.4,4
2026-07-10,engineering,entry,ml,0,207,0.0,0
2026-07-10,engineering,mid,any_ai,253,3130,8.1,244
2026-07-10,engineering,mid,genai,160,3130,5.1,155
2026-07-10,engineering,mid,ml,133,3130,4.2,124
2026-07-10,engineering,senior,any_ai,518,4504,11.5,498
2026-07-10,engineering,senior,genai,359,4504,8.0,336
2026-07-10,engineering,senior,ml,266,4504,5.9,260
2026-07-10,product,all,any_ai,182,1512,12.0,167
2026-07-10,product,all,genai,140,1512,9.3,125
2026-07-10,product,all,ml,77,1512,5.1,75
2026-07-10,product,entry,any_ai,0,20,0.0,0
2026-07-10,product,entry,genai,0,20,0.0,0
2026-07-10,product,entry,ml,0,20,0.0,0
2026-07-10,product,mid,any_ai,53,721,7.4,48
2026-07-10,product,mid,genai,42,721,5.8,38
2026-07-10,product,mid,ml,22,721,3.1,21
2026-07-10,product,senior,any_ai,129,771,16.7,119
2026-07-10,product,senior,genai,98,771,12.7,87
2026-07-10,product,senior,ml,55,771,7.1,54
2026-07-10,security,all,any_ai,44,1348,3.3,33
2026-07-10,security,all,genai,33,1348,2.4,23
2026-07-10,security,all,ml,18,1348,1.3,16
2026-07-10,security,entry,any_ai,0,86,0.0,0
2026-07-10,security,entry,genai,0,86,0.0,0
2026-07-10,security,entry,ml,0,86,0.0,0
2026-07-10,security,mid,any_ai,15,817,1.8,11
2026-07-10,security,mid,genai,10,817,1.2,6
2026-07-10,security,mid,ml,5,817,0.6,5
2026-07-10,security,senior,any_ai,29,445,6.5,22
2026-07-10,security,senior,genai,23,445,5.2,17
2026-07-10,security,senior,ml,13,445,2.9,11
2026-07-11,ai,all,any_ai,1035,2297,45.1,1030
2026-07-11,ai,all,genai,528,2297,23.0,520
2026-07-11,ai,all,ml,784,2297,34.1,777
2026-07-11,ai,entry,any_ai,17,82,20.7,17
2026-07-11,ai,entry,genai,4,82,4.9,4
2026-07-11,ai,entry,ml,16,82,19.5,16
2026-07-11,ai,mid,any_ai,513,1164,44.1,509
2026-07-11,ai,mid,genai,283,1164,24.3,278
2026-07-11,ai,mid,ml,361,1164,31.0,358
2026-07-11,ai,senior,any_ai,505,1051,48.0,504
2026-07-11,ai,senior,genai,241,1051,22.9,238
2026-07-11,ai,senior,ml,407,1051,38.7,403
2026-07-11,data,all,any_ai,517,5453,9.5,507
2026-07-11,data,all,genai,154,5453,2.8,151
2026-07-11,data,all,ml,442,5453,8.1,435
2026-07-11,data,entry,any_ai,29,302,9.6,29
2026-07-11,data,entry,genai,1,302,0.3,1
2026-07-11,data,entry,ml,28,302,9.3,28
2026-07-11,data,mid,any_ai,244,3141,7.8,240
2026-07-11,data,mid,genai,76,3141,2.4,75
2026-07-11,data,mid,ml,210,3141,6.7,207
2026-07-11,data,senior,any_ai,244,2010,12.1,238
2026-07-11,data,senior,genai,77,2010,3.8,75
2026-07-11,data,senior,ml,204,2010,10.1,200
2026-07-11,devops,all,any_ai,104,2922,3.6,98
2026-07-11,devops,all,genai,46,2922,1.6,42
2026-07-11,devops,all,ml,69,2922,2.4,67
2026-07-11,devops,entry,any_ai,0,45,0.0,0
2026-07-11,devops,entry,genai,0,45,0.0,0
2026-07-11,devops,entry,ml,0,45,0.0,0
2026-07-11,devops,mid,any_ai,49,1700,2.9,43
2026-07-11,devops,mid,genai,26,1700,1.5,22
2026-07-11,devops,mid,ml,27,1700,1.6,25
2026-07-11,devops,senior,any_ai,55,1177,4.7,55
2026-07-11,devops,senior,genai,20,1177,1.7,20
2026-07-11,devops,senior,ml,42,1177,3.6,42
2026-07-11,engineering,all,any_ai,827,8258,10.0,797
2026-07-11,engineering,all,genai,569,8258,6.9,540
2026-07-11,engineering,all,ml,410,8258,5.0,395
2026-07-11,engineering,entry,any_ai,6,217,2.8,5
2026-07-11,engineering,entry,genai,5,217,2.3,4
2026-07-11,engineering,entry,ml,1,217,0.5,1
2026-07-11,engineering,mid,any_ai,259,3270,7.9,250
2026-07-11,engineering,mid,genai,165,3270,5.0,160
2026-07-11,engineering,mid,ml,136,3270,4.2,127
2026-07-11,engineering,senior,any_ai,562,4771,11.8,542
2026-07-11,engineering,senior,genai,399,4771,8.4,376
2026-07-11,engineering,senior,ml,273,4771,5.7,267
2026-07-11,product,all,any_ai,186,1579,11.8,171
2026-07-11,product,all,genai,144,1579,9.1,129
2026-07-11,product,all,ml,79,1579,5.0,77
2026-07-11,product,entry,any_ai,0,20,0.0,0
2026-07-11,product,entry,genai,0,20,0.0,0
2026-07-11,product,entry,ml,0,20,0.0,0
2026-07-11,product,mid,any_ai,55,754,7.3,50
2026-07-11,product,mid,genai,44,754,5.8,40
2026-07-11,product,mid,ml,22,754,2.9,21
2026-07-11,product,senior,any_ai,131,805,16.3,121
2026-07-11,product,senior,genai,100,805,12.4,89
2026-07-11,product,senior,ml,57,805,7.1,56
2026-07-11,security,all,any_ai,49,1443,3.4,36
2026-07-11,security,all,genai,38,1443,2.6,26
2026-07-11,security,all,ml,19,1443,1.3,16
2026-07-11,security,entry,any_ai,0,88,0.0,0
2026-07-11,security,entry,genai,0,88,0.0,0
2026-07-11,security,entry,ml,0,88,0.0,0
2026-07-11,security,mid,any_ai,18,871,2.1,13
2026-07-11,security,mid,genai,13,871,1.5,8
2026-07-11,security,mid,ml,6,871,0.7,5
2026-07-11,security,senior,any_ai,31,484,6.4,23
2026-07-11,security,senior,genai,25,484,5.2,18
2026-07-11,security,senior,ml,13,484,2.7,11
2026-07-12,ai,all,any_ai,1069,2447,43.7,1064
2026-07-12,ai,all,genai,532,2447,21.7,524
2026-07-12,ai,all,ml,814,2447,33.3,807
2026-07-12,ai,entry,any_ai,19,84,22.6,19
2026-07-12,ai,entry,genai,4,84,4.8,4
2026-07-12,ai,entry,ml,18,84,21.4,18
2026-07-12,ai,mid,any_ai,520,1221,42.6,516
2026-07-12,ai,mid,genai,285,1221,23.3,280
2026-07-12,ai,mid,ml,366,1221,30.0,363
2026-07-12,ai,senior,any_ai,530,1142,46.4,529
2026-07-12,ai,senior,genai,243,1142,21.3,240
2026-07-12,ai,senior,ml,430,1142,37.7,426
2026-07-12,data,all,any_ai,531,5685,9.3,521
2026-07-12,data,all,genai,160,5685,2.8,157
2026-07-12,data,all,ml,453,5685,8.0,446
2026-07-12,data,entry,any_ai,29,313,9.3,29
2026-07-12,data,entry,genai,1,313,0.3,1
2026-07-12,data,entry,ml,28,313,8.9,28
2026-07-12,data,mid,any_ai,252,3258,7.7,248
2026-07-12,data,mid,genai,78,3258,2.4,77
2026-07-12,data,mid,ml,217,3258,6.7,214
2026-07-12,data,senior,any_ai,250,2114,11.8,244
2026-07-12,data,senior,genai,81,2114,3.8,79
2026-07-12,data,senior,ml,208,2114,9.8,204
2026-07-12,devops,all,any_ai,106,3069,3.5,100
2026-07-12,devops,all,genai,47,3069,1.5,43
2026-07-12,devops,all,ml,70,3069,2.3,68
2026-07-12,devops,entry,any_ai,0,47,0.0,0
2026-07-12,devops,entry,genai,0,47,0.0,0
2026-07-12,devops,entry,ml,0,47,0.0,0
2026-07-12,devops,mid,any_ai,50,1783,2.8,44
2026-07-12,devops,mid,genai,27,1783,1.5,23
2026-07-12,devops,mid,ml,27,1783,1.5,25
2026-07-12,devops,senior,any_ai,56,1239,4.5,56
2026-07-12,devops,senior,genai,20,1239,1.6,20
2026-07-12,devops,senior,ml,43,1239,3.5,43
2026-07-12,engineering,all,any_ai,839,8625,9.7,809
2026-07-12,engineering,all,genai,576,8625,6.7,547
2026-07-12,engineering,all,ml,417,8625,4.8,402
2026-07-12,engineering,entry,any_ai,6,221,2.7,5
2026-07-12,engineering,entry,genai,5,221,2.3,4
2026-07-12,engineering,entry,ml,1,221,0.5,1
2026-07-12,engineering,mid,any_ai,264,3388,7.8,255
2026-07-12,engineering,mid,genai,167,3388,4.9,162
2026-07-12,engineering,mid,ml,139,3388,4.1,130
2026-07-12,engineering,senior,any_ai,569,5016,11.3,549
2026-07-12,engineering,senior,genai,404,5016,8.1,381
2026-07-12,engineering,senior,ml,277,5016,5.5,271
2026-07-12,product,all,any_ai,189,1638,11.5,174
2026-07-12,product,all,genai,146,1638,8.9,131
2026-07-12,product,all,ml,80,1638,4.9,78
2026-07-12,product,entry,any_ai,0,22,0.0,0
2026-07-12,product,entry,genai,0,22,0.0,0
2026-07-12,product,entry,ml,0,22,0.0,0
2026-07-12,product,mid,any_ai,55,780,7.1,50
2026-07-12,product,mid,genai,44,780,5.6,40
2026-07-12,product,mid,ml,22,780,2.8,21
2026-07-12,product,senior,any_ai,134,836,16.0,124
2026-07-12,product,senior,genai,102,836,12.2,91
2026-07-12,product,senior,ml,58,836,6.9,57
2026-07-12,security,all,any_ai,50,1498,3.3,37
2026-07-12,security,all,genai,39,1498,2.6,27
2026-07-12,security,all,ml,19,1498,1.3,16
2026-07-12,security,entry,any_ai,0,89,0.0,0
2026-07-12,security,entry,genai,0,89,0.0,0
2026-07-12,security,entry,ml,0,89,0.0,0
2026-07-12,security,mid,any_ai,19,903,2.1,14
2026-07-12,security,mid,genai,14,903,1.6,9
2026-07-12,security,mid,ml,6,903,0.7,5
2026-07-12,security,senior,any_ai,31,506,6.1,23
2026-07-12,security,senior,genai,25,506,4.9,18
2026-07-12,security,senior,ml,13,506,2.6,11
2026-07-13,ai,all,any_ai,1126,2525,44.6,1121
2026-07-13,ai,all,genai,546,2525,21.6,538
2026-07-13,ai,all,ml,863,2525,34.2,856
2026-07-13,ai,entry,any_ai,19,84,22.6,19
2026-07-13,ai,entry,genai,4,84,4.8,4
2026-07-13,ai,entry,ml,18,84,21.4,18
2026-07-13,ai,mid,any_ai,532,1246,42.7,528
2026-07-13,ai,mid,genai,294,1246,23.6,289
2026-07-13,ai,mid,ml,373,1246,29.9,370
2026-07-13,ai,senior,any_ai,575,1195,48.1,574
2026-07-13,ai,senior,genai,248,1195,20.8,245
2026-07-13,ai,senior,ml,472,1195,39.5,468
2026-07-13,data,all,any_ai,540,5855,9.2,530
2026-07-13,data,all,genai,161,5855,2.7,158
2026-07-13,data,all,ml,462,5855,7.9,455
2026-07-13,data,entry,any_ai,29,322,9.0,29
2026-07-13,data,entry,genai,1,322,0.3,1
2026-07-13,data,entry,ml,28,322,8.7,28
2026-07-13,data,mid,any_ai,258,3360,7.7,254
2026-07-13,data,mid,genai,79,3360,2.4,78
2026-07-13,data,mid,ml,223,3360,6.6,220
2026-07-13,data,senior,any_ai,253,2173,11.6,247
2026-07-13,data,senior,genai,81,2173,3.7,79
2026-07-13,data,senior,ml,211,2173,9.7,207
2026-07-13,devops,all,any_ai,110,3193,3.4,104
2026-07-13,devops,all,genai,49,3193,1.5,45
2026-07-13,devops,all,ml,72,3193,2.3,70
2026-07-13,devops,entry,any_ai,0,48,0.0,0
2026-07-13,devops,entry,genai,0,48,0.0,0
2026-07-13,devops,entry,ml,0,48,0.0,0
2026-07-13,devops,mid,any_ai,54,1874,2.9,48
2026-07-13,devops,mid,genai,29,1874,1.5,25
2026-07-13,devops,mid,ml,29,1874,1.5,27
2026-07-13,devops,senior,any_ai,56,1271,4.4,56
2026-07-13,devops,senior,genai,20,1271,1.6,20
2026-07-13,devops,senior,ml,43,1271,3.4,43
2026-07-13,engineering,all,any_ai,853,8921,9.6,822
2026-07-13,engineering,all,genai,581,8921,6.5,551
2026-07-13,engineering,all,ml,426,8921,4.8,411
2026-07-13,engineering,entry,any_ai,6,233,2.6,5
2026-07-13,engineering,entry,genai,5,233,2.1,4
2026-07-13,engineering,entry,ml,1,233,0.4,1
2026-07-13,engineering,mid,any_ai,273,3480,7.8,263
2026-07-13,engineering,mid,genai,169,3480,4.9,163
2026-07-13,engineering,mid,ml,146,3480,4.2,137
2026-07-13,engineering,senior,any_ai,574,5208,11.0,554
2026-07-13,engineering,senior,genai,407,5208,7.8,384
2026-07-13,engineering,senior,ml,279,5208,5.4,273
2026-07-13,product,all,any_ai,191,1682,11.4,175
2026-07-13,product,all,genai,148,1682,8.8,132
2026-07-13,product,all,ml,80,1682,4.8,78
2026-07-13,product,entry,any_ai,0,22,0.0,0
2026-07-13,product,entry,genai,0,22,0.0,0
2026-07-13,product,entry,ml,0,22,0.0,0
2026-07-13,product,mid,any_ai,57,804,7.1,51
2026-07-13,product,mid,genai,46,804,5.7,41
2026-07-13,product,mid,ml,22,804,2.7,21
2026-07-13,product,senior,any_ai,134,856,15.7,124
2026-07-13,product,senior,genai,102,856,11.9,91
2026-07-13,product,senior,ml,58,856,6.8,57
2026-07-13,security,all,any_ai,51,1541,3.3,38
2026-07-13,security,all,genai,40,1541,2.6,28
2026-07-13,security,all,ml,19,1541,1.2,16
2026-07-13,security,entry,any_ai,0,89,0.0,0
2026-07-13,security,entry,genai,0,89,0.0,0
2026-07-13,security,entry,ml,0,89,0.0,0
2026-07-13,security,mid,any_ai,19,934,2.0,14
2026-07-13,security,mid,genai,14,934,1.5,9
2026-07-13,security,mid,ml,6,934,0.6,5
2026-07-13,security,senior,any_ai,32,518,6.2,24
2026-07-13,security,senior,genai,26,518,5.0,19
2026-07-13,security,senior,ml,13,518,2.5,11
2026-07-14,ai,all,any_ai,1180,2655,44.4,1175
2026-07-14,ai,all,genai,561,2655,21.1,553
2026-07-14,ai,all,ml,910,2655,34.3,903
2026-07-14,ai,entry,any_ai,19,88,21.6,19
2026-07-14,ai,entry,genai,4,88,4.5,4
2026-07-14,ai,entry,ml,18,88,20.5,18
2026-07-14,ai,mid,any_ai,551,1314,41.9,547
2026-07-14,ai,mid,genai,305,1314,23.2,300
2026-07-14,ai,mid,ml,386,1314,29.4,383
2026-07-14,ai,senior,any_ai,610,1253,48.7,609
2026-07-14,ai,senior,genai,252,1253,20.1,249
2026-07-14,ai,senior,ml,506,1253,40.4,502
2026-07-14,data,all,any_ai,573,6155,9.3,562
2026-07-14,data,all,genai,165,6155,2.7,162
2026-07-14,data,all,ml,490,6155,8.0,482
2026-07-14,data,entry,any_ai,30,343,8.7,30
2026-07-14,data,entry,genai,1,343,0.3,1
2026-07-14,data,entry,ml,29,343,8.5,29
2026-07-14,data,mid,any_ai,271,3537,7.7,266
2026-07-14,data,mid,genai,82,3537,2.3,81
2026-07-14,data,mid,ml,232,3537,6.6,228
2026-07-14,data,senior,any_ai,272,2275,12.0,266
2026-07-14,data,senior,genai,82,2275,3.6,80
2026-07-14,data,senior,ml,229,2275,10.1,225
2026-07-14,devops,all,any_ai,113,3338,3.4,107
2026-07-14,devops,all,genai,51,3338,1.5,47
2026-07-14,devops,all,ml,71,3338,2.1,69
2026-07-14,devops,entry,any_ai,0,49,0.0,0
2026-07-14,devops,entry,genai,0,49,0.0,0
2026-07-14,devops,entry,ml,0,49,0.0,0
2026-07-14,devops,mid,any_ai,56,1971,2.8,50
2026-07-14,devops,mid,genai,30,1971,1.5,26
2026-07-14,devops,mid,ml,30,1971,1.5,28
2026-07-14,devops,senior,any_ai,57,1318,4.3,57
2026-07-14,devops,senior,genai,21,1318,1.6,21
2026-07-14,devops,senior,ml,41,1318,3.1,41
2026-07-14,engineering,all,any_ai,877,9208,9.5,844
2026-07-14,engineering,all,genai,602,9208,6.5,571
2026-07-14,engineering,all,ml,404,9208,4.4,388
2026-07-14,engineering,entry,any_ai,6,241,2.5,5
2026-07-14,engineering,entry,genai,5,241,2.1,4
2026-07-14,engineering,entry,ml,1,241,0.4,1
2026-07-14,engineering,mid,any_ai,288,3623,7.9,277
2026-07-14,engineering,mid,genai,182,3623,5.0,176
2026-07-14,engineering,mid,ml,145,3623,4.0,135
2026-07-14,engineering,senior,any_ai,583,5344,10.9,562
2026-07-14,engineering,senior,genai,415,5344,7.8,391
2026-07-14,engineering,senior,ml,258,5344,4.8,252
2026-07-14,product,all,any_ai,195,1727,11.3,178
2026-07-14,product,all,genai,151,1727,8.7,134
2026-07-14,product,all,ml,73,1727,4.2,71
2026-07-14,product,entry,any_ai,0,22,0.0,0
2026-07-14,product,entry,genai,0,22,0.0,0
2026-07-14,product,entry,ml,0,22,0.0,0
2026-07-14,product,mid,any_ai,60,837,7.2,54
2026-07-14,product,mid,genai,48,837,5.7,43
2026-07-14,product,mid,ml,18,837,2.2,17
2026-07-14,product,senior,any_ai,135,868,15.6,124
2026-07-14,product,senior,genai,103,868,11.9,91
2026-07-14,product,senior,ml,55,868,6.3,54
2026-07-14,security,all,any_ai,52,1614,3.2,39
2026-07-14,security,all,genai,40,1614,2.5,28
2026-07-14,security,all,ml,20,1614,1.2,17
2026-07-14,security,entry,any_ai,0,91,0.0,0
2026-07-14,security,entry,genai,0,91,0.0,0
2026-07-14,security,entry,ml,0,91,0.0,0
2026-07-14,security,mid,any_ai,19,979,1.9,14
2026-07-14,security,mid,genai,14,979,1.4,9
2026-07-14,security,mid,ml,6,979,0.6,5
2026-07-14,security,senior,any_ai,33,544,6.1,25
2026-07-14,security,senior,genai,26,544,4.8,19
